,DoS-Synflooding,MITM ARP Spoofing,Mirai-Ackflooding,Mirai-HTTP Flooding,Mirai-Hostbruteforceg,Mirai-UDP Flooding,Normal,Scan Hostport,Scan Port OS
602157,0,0,0,0,0,1,0,0,0
602158,0,0,0,1,0,0,0,0,0
602159,0,0,0,0,0,1,0,0,0
602160,0,0,0,0,1,0,0,0,0
602161,0,0,0,0,1,0,0,0,0
602162,1,0,0,0,0,0,0,0,0
602163,0,0,1,0,0,0,0,0,0
602164,0,0,0,0,1,0,0,0,0
602165,0,0,0,0,0,1,0,0,0
602166,1,0,0,0,0,0,0,0,0
602167,0,0,0,0,1,0,0,0,0
602168,0,0,1,0,0,0,0,0,0
602169,0,0,0,0,1,0,0,0,0
602170,0,0,0,0,0,0,1,0,0
602171,1,0,0,0,0,0,0,0,0
602172,0,0,0,0,0,0,0,0,1
602173,0,0,0,0,0,0,1,0,0
602174,0,0,0,0,1,0,0,0,0
602175,0,0,0,0,0,1,0,0,0
602176,1,0,0,0,0,0,0,0,0
602177,0,0,0,0,0,0,0,0,1
602178,0,1,0,0,0,0,0,0,0
602179,1,0,0,0,0,0,0,0,0
602180,0,0,0,1,0,0,0,0,0
602181,1,0,0,0,0,0,0,0,0
602182,0,0,0,0,0,0,0,1,0
602183,0,0,0,0,0,0,0,0,1
602184,0,0,0,0,0,0,0,0,1
602185,0,1,0,0,0,0,0,0,0
602186,1,0,0,0,0,0,0,0,0
602187,0,0,0,0,1,0,0,0,0
602188,0,0,0,0,0,1,0,0,0
602189,0,0,0,0,1,0,0,0,0
602190,0,0,0,0,1,0,0,0,0
602191,0,0,0,0,0,1,0,0,0
602192,0,0,0,0,0,1,0,0,0
602193,0,1,0,0,0,0,0,0,0
602194,0,0,0,0,0,0,0,0,1
602195,0,0,0,0,0,0,0,0,1
602196,0,0,0,0,0,1,0,0,0
602197,0,0,0,0,0,1,0,0,0
602198,0,0,0,0,0,1,0,0,0
602199,0,0,1,0,0,0,0,0,0
602200,0,0,0,0,1,0,0,0,0
602201,0,0,0,0,0,1,0,0,0
602202,0,0,0,0,0,1,0,0,0
602203,1,0,0,0,0,0,0,0,0
602204,0,0,0,1,0,0,0,0,0
602205,0,0,0,0,0,1,0,0,0
602206,0,0,0,0,0,1,0,0,0
602207,0,0,0,0,0,0,1,0,0
602208,0,0,0,1,0,0,0,0,0
602209,0,1,0,0,0,0,0,0,0
602210,0,0,0,1,0,0,0,0,0
602211,0,0,0,0,1,0,0,0,0
602212,0,0,0,0,1,0,0,0,0
602213,0,0,0,0,1,0,0,0,0
602214,0,0,0,0,1,0,0,0,0
602215,0,0,0,0,0,1,0,0,0
602216,0,0,0,0,0,0,0,0,1
602217,1,0,0,0,0,0,0,0,0
602218,1,0,0,0,0,0,0,0,0
602219,1,0,0,0,0,0,0,0,0
602220,0,0,0,0,0,1,0,0,0
602221,0,0,0,0,0,1,0,0,0
602222,0,0,0,0,0,0,0,0,1
602223,0,0,0,0,0,1,0,0,0
602224,0,0,0,0,1,0,0,0,0
602225,0,0,0,0,0,0,1,0,0
602226,1,0,0,0,0,0,0,0,0
602227,0,0,0,0,1,0,0,0,0
602228,0,0,0,0,0,0,0,0,1
602229,0,0,0,0,0,0,0,1,0
602230,0,0,1,0,0,0,0,0,0
602231,0,0,0,0,0,1,0,0,0
602232,0,0,0,0,0,1,0,0,0
602233,0,0,0,0,0,0,1,0,0
602234,0,1,0,0,0,0,0,0,0
602235,0,0,0,0,0,1,0,0,0
602236,0,0,0,0,0,0,1,0,0
602237,0,0,0,0,0,0,1,0,0
602238,0,0,0,0,0,0,0,0,1
602239,0,0,0,0,0,1,0,0,0
602240,0,0,0,1,0,0,0,0,0
602241,0,0,0,0,0,1,0,0,0
602242,0,0,0,0,0,0,1,0,0
602243,0,0,0,0,0,1,0,0,0
602244,1,0,0,0,0,0,0,0,0
602245,1,0,0,0,0,0,0,0,0
602246,0,0,0,0,1,0,0,0,0
602247,0,0,0,0,0,1,0,0,0
602248,0,0,0,0,0,1,0,0,0
602249,0,0,0,0,0,0,0,0,1
602250,0,0,0,0,0,0,1,0,0
602251,0,0,0,0,0,1,0,0,0
602252,0,0,0,0,0,1,0,0,0
602253,0,0,0,0,0,0,1,0,0
602254,0,0,1,0,0,0,0,0,0
602255,1,0,0,0,0,0,0,0,0
602256,1,0,0,0,0,0,0,0,0
602257,0,0,0,0,0,1,0,0,0
602258,0,0,0,0,1,0,0,0,0
602259,0,0,0,0,0,0,1,0,0
602260,0,0,0,0,0,1,0,0,0
602261,0,0,0,0,0,1,0,0,0
602262,0,1,0,0,0,0,0,0,0
602263,0,0,0,0,1,0,0,0,0
602264,0,0,0,0,0,0,0,0,1
602265,0,0,0,1,0,0,0,0,0
602266,1,0,0,0,0,0,0,0,0
602267,0,0,1,0,0,0,0,0,0
602268,0,0,0,0,0,0,0,1,0
602269,0,0,0,0,0,1,0,0,0
602270,0,0,0,0,0,1,0,0,0
602271,0,0,0,0,0,0,0,0,1
602272,0,0,0,0,0,1,0,0,0
602273,0,0,0,0,1,0,0,0,0
602274,1,0,0,0,0,0,0,0,0
602275,0,0,0,0,1,0,0,0,0
602276,0,0,0,0,1,0,0,0,0
602277,0,0,0,0,1,0,0,0,0
602278,0,0,0,0,0,1,0,0,0
602279,0,1,0,0,0,0,0,0,0
602280,0,0,0,0,1,0,0,0,0
602281,0,0,0,0,0,1,0,0,0
602282,0,0,0,0,0,1,0,0,0
602283,0,0,0,0,0,0,0,0,1
602284,0,0,0,1,0,0,0,0,0
602285,0,0,0,0,0,1,0,0,0
602286,0,0,0,0,0,1,0,0,0
602287,0,0,0,0,0,0,0,0,1
602288,0,0,0,0,0,1,0,0,0
602289,0,0,0,0,0,0,0,1,0
602290,0,0,0,0,0,1,0,0,0
602291,0,0,1,0,0,0,0,0,0
602292,0,0,0,1,0,0,0,0,0
602293,0,0,0,0,0,0,0,0,1
602294,1,0,0,0,0,0,0,0,0
602295,0,0,0,0,0,0,0,0,1
602296,0,0,0,0,0,1,0,0,0
602297,0,0,0,0,0,1,0,0,0
602298,0,0,0,0,1,0,0,0,0
602299,0,1,0,0,0,0,0,0,0
602300,0,0,0,0,0,1,0,0,0
602301,0,0,0,0,0,0,0,0,1
602302,0,0,0,0,1,0,0,0,0
602303,0,0,0,0,1,0,0,0,0
602304,1,0,0,0,0,0,0,0,0
602305,0,0,0,1,0,0,0,0,0
602306,0,0,0,0,1,0,0,0,0
602307,0,1,0,0,0,0,0,0,0
602308,1,0,0,0,0,0,0,0,0
602309,0,0,0,0,1,0,0,0,0
602310,0,0,0,0,0,1,0,0,0
602311,0,0,0,0,1,0,0,0,0
602312,0,0,0,0,0,1,0,0,0
602313,0,0,0,0,0,0,0,0,1
602314,0,1,0,0,0,0,0,0,0
602315,0,0,0,0,0,1,0,0,0
602316,0,0,0,0,1,0,0,0,0
602317,0,0,1,0,0,0,0,0,0
602318,0,0,0,0,0,0,0,1,0
602319,0,0,0,0,0,1,0,0,0
602320,0,0,0,0,1,0,0,0,0
602321,0,0,0,0,0,1,0,0,0
602322,0,0,0,0,0,1,0,0,0
602323,0,0,0,0,0,1,0,0,0
602324,0,0,0,0,0,1,0,0,0
602325,0,0,0,1,0,0,0,0,0
602326,0,0,0,0,0,1,0,0,0
602327,0,0,0,0,1,0,0,0,0
602328,0,0,0,0,0,0,0,0,1
602329,0,0,0,0,0,0,0,0,1
602330,1,0,0,0,0,0,0,0,0
602331,0,0,0,0,1,0,0,0,0
602332,0,0,0,0,1,0,0,0,0
602333,0,0,0,0,0,0,0,1,0
602334,0,0,0,0,0,1,0,0,0
602335,0,0,0,0,0,0,1,0,0
602336,0,0,0,0,0,0,1,0,0
602337,0,0,0,0,0,0,0,0,1
602338,0,0,0,0,0,0,1,0,0
602339,0,0,0,0,1,0,0,0,0
602340,0,0,0,0,0,1,0,0,0
602341,0,0,0,0,0,1,0,0,0
602342,0,0,0,0,1,0,0,0,0
602343,0,1,0,0,0,0,0,0,0
602344,0,0,0,0,0,0,1,0,0
602345,0,0,0,0,1,0,0,0,0
602346,0,0,0,0,1,0,0,0,0
602347,1,0,0,0,0,0,0,0,0
602348,0,0,0,0,1,0,0,0,0
602349,0,1,0,0,0,0,0,0,0
602350,0,0,0,0,0,0,0,0,1
602351,0,0,0,0,1,0,0,0,0
602352,0,0,0,0,1,0,0,0,0
602353,0,0,0,0,1,0,0,0,0
602354,0,0,0,0,1,0,0,0,0
602355,0,0,0,0,1,0,0,0,0
602356,0,0,0,1,0,0,0,0,0
602357,0,0,0,0,1,0,0,0,0
602358,0,0,0,0,0,0,0,0,1
602359,0,0,0,0,0,0,1,0,0
602360,1,0,0,0,0,0,0,0,0
602361,0,0,0,0,0,1,0,0,0
602362,0,0,0,0,1,0,0,0,0
602363,1,0,0,0,0,0,0,0,0
602364,0,0,0,0,1,0,0,0,0
602365,0,0,0,1,0,0,0,0,0
602366,0,0,0,0,0,0,0,0,1
602367,0,0,0,1,0,0,0,0,0
602368,0,0,0,0,0,0,0,0,1
602369,0,0,0,0,0,1,0,0,0
602370,0,0,0,0,0,1,0,0,0
602371,0,0,0,1,0,0,0,0,0
602372,0,0,1,0,0,0,0,0,0
602373,0,0,0,0,0,0,0,0,1
602374,0,0,0,0,0,0,1,0,0
602375,0,0,0,0,0,1,0,0,0
602376,0,0,0,0,1,0,0,0,0
602377,0,0,0,0,1,0,0,0,0
602378,0,0,0,0,1,0,0,0,0
602379,0,0,1,0,0,0,0,0,0
602380,0,1,0,0,0,0,0,0,0
602381,0,0,0,0,1,0,0,0,0
602382,0,0,0,0,0,1,0,0,0
602383,0,0,0,0,0,0,0,0,1
602384,1,0,0,0,0,0,0,0,0
602385,0,0,0,0,1,0,0,0,0
602386,1,0,0,0,0,0,0,0,0
602387,0,0,0,0,0,1,0,0,0
602388,0,0,0,0,0,0,1,0,0
602389,0,0,1,0,0,0,0,0,0
602390,0,0,0,0,0,1,0,0,0
602391,0,0,0,0,0,1,0,0,0
602392,0,0,0,0,0,1,0,0,0
602393,1,0,0,0,0,0,0,0,0
602394,1,0,0,0,0,0,0,0,0
602395,0,0,0,0,0,0,0,1,0
602396,0,0,0,0,0,0,0,0,1
602397,0,0,0,0,0,1,0,0,0
602398,0,0,0,0,0,0,1,0,0
602399,0,0,0,0,0,1,0,0,0
602400,0,0,0,1,0,0,0,0,0
602401,0,0,0,0,0,1,0,0,0
602402,0,0,0,0,1,0,0,0,0
602403,0,0,0,0,0,0,0,0,1
602404,0,0,0,1,0,0,0,0,0
602405,0,0,0,0,0,1,0,0,0
602406,1,0,0,0,0,0,0,0,0
602407,0,1,0,0,0,0,0,0,0
602408,0,0,0,0,1,0,0,0,0
602409,0,0,0,0,0,1,0,0,0
602410,0,0,0,0,1,0,0,0,0
602411,1,0,0,0,0,0,0,0,0
602412,0,0,0,0,0,1,0,0,0
602413,0,0,0,0,0,1,0,0,0
602414,0,0,0,0,1,0,0,0,0
602415,0,0,0,0,0,0,0,1,0
602416,0,0,0,0,0,0,0,1,0
602417,0,0,0,0,1,0,0,0,0
602418,0,0,0,0,0,0,1,0,0
602419,0,0,0,0,0,1,0,0,0
602420,0,0,1,0,0,0,0,0,0
602421,0,0,0,0,1,0,0,0,0
602422,0,0,0,0,1,0,0,0,0
602423,0,0,0,0,0,1,0,0,0
602424,0,1,0,0,0,0,0,0,0
602425,0,1,0,0,0,0,0,0,0
602426,0,0,0,0,1,0,0,0,0
602427,0,0,1,0,0,0,0,0,0
602428,0,0,0,0,0,1,0,0,0
602429,0,0,0,1,0,0,0,0,0
602430,0,0,0,1,0,0,0,0,0
602431,0,0,0,0,0,1,0,0,0
602432,0,0,0,0,0,1,0,0,0
602433,0,0,0,0,0,0,1,0,0
602434,0,0,1,0,0,0,0,0,0
602435,0,0,0,0,0,1,0,0,0
602436,0,0,0,1,0,0,0,0,0
602437,0,0,0,0,1,0,0,0,0
602438,0,0,0,0,0,1,0,0,0
602439,0,0,0,0,0,1,0,0,0
602440,0,0,0,0,0,1,0,0,0
602441,0,1,0,0,0,0,0,0,0
602442,0,0,0,1,0,0,0,0,0
602443,1,0,0,0,0,0,0,0,0
602444,0,0,0,0,0,1,0,0,0
602445,0,0,0,1,0,0,0,0,0
602446,0,0,0,0,1,0,0,0,0
602447,0,0,0,0,0,0,0,0,1
602448,0,0,0,0,0,1,0,0,0
602449,0,0,0,0,0,0,0,0,1
602450,0,0,0,0,0,0,0,0,1
602451,0,0,0,0,0,1,0,0,0
602452,0,0,1,0,0,0,0,0,0
602453,0,0,0,1,0,0,0,0,0
602454,1,0,0,0,0,0,0,0,0
602455,0,0,1,0,0,0,0,0,0
602456,0,0,0,0,0,0,0,0,1
602457,0,0,0,0,0,1,0,0,0
602458,0,0,0,0,0,1,0,0,0
602459,0,0,0,0,1,0,0,0,0
602460,0,0,1,0,0,0,0,0,0
602461,0,0,0,0,0,1,0,0,0
602462,1,0,0,0,0,0,0,0,0
602463,0,1,0,0,0,0,0,0,0
602464,0,0,0,0,0,1,0,0,0
602465,0,0,0,0,0,1,0,0,0
602466,0,0,0,0,0,0,0,0,1
602467,0,0,0,0,1,0,0,0,0
602468,0,0,0,0,1,0,0,0,0
602469,0,0,0,0,0,0,0,0,1
602470,0,0,0,0,0,0,1,0,0
602471,1,0,0,0,0,0,0,0,0
602472,0,1,0,0,0,0,0,0,0
602473,0,0,0,0,0,0,0,0,1
602474,0,0,0,0,0,0,0,1,0
602475,0,0,0,0,1,0,0,0,0
602476,0,0,0,0,1,0,0,0,0
602477,0,0,0,0,0,1,0,0,0
602478,1,0,0,0,0,0,0,0,0
602479,0,0,1,0,0,0,0,0,0
602480,0,0,0,0,0,1,0,0,0
602481,0,0,0,0,0,1,0,0,0
602482,0,0,1,0,0,0,0,0,0
602483,0,0,0,1,0,0,0,0,0
602484,0,0,1,0,0,0,0,0,0
602485,0,0,0,0,1,0,0,0,0
602486,0,0,0,0,0,0,1,0,0
602487,0,1,0,0,0,0,0,0,0
602488,0,0,0,1,0,0,0,0,0
602489,0,0,0,0,0,1,0,0,0
602490,0,0,0,0,0,1,0,0,0
602491,1,0,0,0,0,0,0,0,0
602492,0,0,0,0,0,0,0,1,0
602493,0,0,0,0,0,1,0,0,0
602494,0,0,0,0,1,0,0,0,0
602495,0,0,0,0,0,1,0,0,0
602496,0,0,0,1,0,0,0,0,0
602497,0,0,0,0,0,0,1,0,0
602498,0,1,0,0,0,0,0,0,0
602499,1,0,0,0,0,0,0,0,0
602500,1,0,0,0,0,0,0,0,0
602501,0,0,0,0,0,0,0,1,0
602502,0,0,1,0,0,0,0,0,0
602503,0,0,0,0,0,0,1,0,0
602504,0,1,0,0,0,0,0,0,0
602505,0,0,0,0,0,1,0,0,0
602506,0,0,0,0,1,0,0,0,0
602507,0,0,0,0,1,0,0,0,0
602508,0,0,0,0,0,0,1,0,0
602509,0,0,0,1,0,0,0,0,0
602510,1,0,0,0,0,0,0,0,0
602511,1,0,0,0,0,0,0,0,0
602512,0,0,1,0,0,0,0,0,0
602513,0,0,0,0,0,1,0,0,0
602514,0,0,0,0,1,0,0,0,0
602515,0,0,0,0,0,1,0,0,0
602516,0,0,1,0,0,0,0,0,0
602517,0,1,0,0,0,0,0,0,0
602518,0,0,0,0,0,1,0,0,0
602519,0,0,0,0,1,0,0,0,0
602520,0,0,0,0,0,1,0,0,0
602521,0,0,0,0,1,0,0,0,0
602522,1,0,0,0,0,0,0,0,0
602523,0,0,0,0,1,0,0,0,0
602524,0,0,0,0,0,1,0,0,0
602525,0,0,0,0,0,1,0,0,0
602526,0,0,1,0,0,0,0,0,0
602527,0,0,0,0,0,1,0,0,0
602528,0,0,0,0,0,1,0,0,0
602529,1,0,0,0,0,0,0,0,0
602530,0,0,0,0,1,0,0,0,0
602531,0,0,0,0,0,1,0,0,0
602532,0,0,0,0,0,1,0,0,0
602533,1,0,0,0,0,0,0,0,0
602534,0,0,0,0,1,0,0,0,0
602535,0,0,1,0,0,0,0,0,0
602536,0,0,0,0,0,1,0,0,0
602537,1,0,0,0,0,0,0,0,0
602538,0,0,1,0,0,0,0,0,0
602539,0,0,0,0,0,0,0,1,0
602540,0,0,0,0,1,0,0,0,0
602541,0,0,0,0,0,1,0,0,0
602542,0,0,0,0,0,1,0,0,0
602543,0,0,0,0,0,1,0,0,0
602544,0,0,1,0,0,0,0,0,0
602545,1,0,0,0,0,0,0,0,0
602546,0,0,0,0,0,1,0,0,0
602547,0,0,0,1,0,0,0,0,0
602548,0,0,0,0,1,0,0,0,0
602549,0,0,0,0,0,1,0,0,0
602550,0,0,0,0,1,0,0,0,0
602551,0,0,0,0,0,0,0,1,0
602552,0,1,0,0,0,0,0,0,0
602553,0,0,0,0,0,1,0,0,0
602554,0,0,0,0,1,0,0,0,0
602555,0,0,0,1,0,0,0,0,0
602556,0,0,0,0,0,0,0,1,0
602557,0,0,0,0,0,0,1,0,0
602558,0,0,0,0,1,0,0,0,0
602559,0,0,0,0,0,1,0,0,0
602560,0,0,0,0,1,0,0,0,0
602561,0,0,1,0,0,0,0,0,0
602562,0,0,0,0,0,1,0,0,0
602563,1,0,0,0,0,0,0,0,0
602564,0,0,0,0,1,0,0,0,0
602565,0,1,0,0,0,0,0,0,0
602566,0,0,1,0,0,0,0,0,0
602567,0,0,0,0,1,0,0,0,0
602568,0,0,0,0,0,0,1,0,0
602569,0,0,0,0,1,0,0,0,0
602570,0,0,1,0,0,0,0,0,0
602571,0,0,0,0,0,1,0,0,0
602572,0,0,0,0,0,1,0,0,0
602573,0,0,0,0,0,1,0,0,0
602574,1,0,0,0,0,0,0,0,0
602575,0,0,0,0,1,0,0,0,0
602576,0,0,1,0,0,0,0,0,0
602577,1,0,0,0,0,0,0,0,0
602578,0,0,0,0,0,1,0,0,0
602579,0,0,0,0,1,0,0,0,0
602580,0,0,0,0,1,0,0,0,0
602581,1,0,0,0,0,0,0,0,0
602582,0,0,0,0,0,1,0,0,0
602583,0,0,0,0,0,1,0,0,0
602584,1,0,0,0,0,0,0,0,0
602585,0,0,0,0,0,1,0,0,0
602586,0,0,0,0,0,1,0,0,0
602587,1,0,0,0,0,0,0,0,0
602588,0,0,0,0,0,1,0,0,0
602589,0,0,0,1,0,0,0,0,0
602590,0,0,0,0,0,1,0,0,0
602591,0,0,1,0,0,0,0,0,0
602592,0,0,0,0,0,0,0,0,1
602593,0,0,0,0,1,0,0,0,0
602594,0,0,0,0,0,1,0,0,0
602595,0,1,0,0,0,0,0,0,0
602596,0,0,0,0,0,1,0,0,0
602597,0,0,0,0,1,0,0,0,0
602598,0,0,1,0,0,0,0,0,0
602599,0,0,0,1,0,0,0,0,0
602600,1,0,0,0,0,0,0,0,0
602601,0,0,0,0,1,0,0,0,0
602602,0,0,0,0,0,1,0,0,0
602603,0,0,0,1,0,0,0,0,0
602604,0,0,0,1,0,0,0,0,0
602605,0,0,0,1,0,0,0,0,0
602606,0,0,0,0,0,1,0,0,0
602607,0,0,0,0,0,1,0,0,0
602608,0,0,0,0,0,1,0,0,0
602609,0,0,1,0,0,0,0,0,0
602610,0,1,0,0,0,0,0,0,0
602611,0,1,0,0,0,0,0,0,0
602612,0,0,0,1,0,0,0,0,0
602613,0,0,0,0,1,0,0,0,0
602614,0,1,0,0,0,0,0,0,0
602615,0,0,0,0,0,1,0,0,0
602616,0,0,0,0,0,1,0,0,0
602617,0,1,0,0,0,0,0,0,0
602618,1,0,0,0,0,0,0,0,0
602619,0,0,0,0,1,0,0,0,0
602620,0,0,0,0,0,1,0,0,0
602621,0,0,0,0,0,1,0,0,0
602622,0,0,0,0,0,1,0,0,0
602623,0,0,0,0,0,1,0,0,0
602624,0,0,0,0,0,1,0,0,0
602625,0,0,0,0,0,0,0,0,1
602626,0,0,1,0,0,0,0,0,0
602627,0,0,0,0,1,0,0,0,0
602628,0,0,0,0,0,0,1,0,0
602629,0,0,1,0,0,0,0,0,0
602630,0,0,0,0,1,0,0,0,0
602631,0,0,1,0,0,0,0,0,0
602632,0,0,0,0,0,1,0,0,0
602633,0,0,0,0,0,0,1,0,0
602634,0,0,0,0,0,0,0,0,1
602635,0,0,0,0,1,0,0,0,0
602636,0,0,0,0,1,0,0,0,0
602637,0,0,0,0,0,1,0,0,0
602638,0,0,0,0,0,0,0,1,0
602639,0,0,0,0,1,0,0,0,0
602640,0,0,0,0,0,0,1,0,0
602641,0,0,1,0,0,0,0,0,0
602642,0,0,0,0,0,1,0,0,0
602643,0,0,0,0,1,0,0,0,0
602644,0,1,0,0,0,0,0,0,0
602645,0,0,0,0,1,0,0,0,0
602646,0,0,0,1,0,0,0,0,0
602647,0,0,0,1,0,0,0,0,0
602648,0,0,0,0,0,1,0,0,0
602649,0,0,0,0,0,1,0,0,0
602650,0,0,0,0,0,1,0,0,0
602651,0,0,0,0,0,1,0,0,0
602652,0,0,0,0,1,0,0,0,0
602653,0,0,1,0,0,0,0,0,0
602654,1,0,0,0,0,0,0,0,0
602655,0,0,1,0,0,0,0,0,0
602656,0,0,0,0,0,0,0,0,1
602657,0,0,0,1,0,0,0,0,0
602658,0,0,0,0,1,0,0,0,0
602659,0,0,0,0,0,1,0,0,0
602660,0,0,0,0,0,0,0,0,1
602661,1,0,0,0,0,0,0,0,0
602662,0,0,0,0,0,0,1,0,0
602663,0,0,0,0,0,1,0,0,0
602664,0,0,0,0,1,0,0,0,0
602665,0,0,0,0,0,1,0,0,0
602666,0,0,0,1,0,0,0,0,0
602667,0,0,0,0,0,1,0,0,0
602668,0,0,0,0,0,1,0,0,0
602669,0,0,0,0,0,1,0,0,0
602670,0,0,0,0,1,0,0,0,0
602671,0,0,0,0,0,1,0,0,0
602672,0,0,0,0,0,1,0,0,0
602673,0,0,0,0,0,1,0,0,0
602674,0,0,0,0,0,0,1,0,0
602675,0,0,0,0,0,0,1,0,0
602676,0,0,0,0,0,0,1,0,0
602677,0,0,0,0,0,0,0,0,1
602678,0,1,0,0,0,0,0,0,0
602679,0,0,0,0,1,0,0,0,0
602680,0,0,0,0,0,1,0,0,0
602681,0,0,0,0,0,1,0,0,0
602682,0,0,0,1,0,0,0,0,0
602683,0,0,1,0,0,0,0,0,0
602684,0,0,0,0,0,0,0,0,1
602685,1,0,0,0,0,0,0,0,0
602686,0,0,0,0,0,1,0,0,0
602687,0,0,0,0,0,1,0,0,0
602688,0,0,0,0,0,0,0,0,1
602689,0,0,0,0,1,0,0,0,0
602690,0,0,0,0,0,0,0,0,1
602691,0,1,0,0,0,0,0,0,0
602692,0,0,0,0,0,1,0,0,0
602693,0,0,0,0,0,1,0,0,0
602694,0,0,0,0,1,0,0,0,0
602695,0,0,0,0,1,0,0,0,0
602696,0,0,0,0,0,0,0,0,1
602697,1,0,0,0,0,0,0,0,0
602698,0,0,0,0,1,0,0,0,0
602699,0,0,0,0,0,0,0,0,1
602700,0,0,0,0,0,1,0,0,0
602701,0,0,1,0,0,0,0,0,0
602702,0,0,0,0,1,0,0,0,0
602703,0,0,0,0,0,1,0,0,0
602704,0,0,0,1,0,0,0,0,0
602705,0,0,0,0,1,0,0,0,0
602706,0,0,0,0,1,0,0,0,0
602707,0,0,1,0,0,0,0,0,0
602708,0,0,0,0,0,0,1,0,0
602709,0,0,0,0,1,0,0,0,0
602710,0,0,0,0,0,1,0,0,0
602711,0,0,0,0,0,1,0,0,0
602712,0,0,0,0,0,1,0,0,0
602713,0,0,1,0,0,0,0,0,0
602714,0,0,0,0,0,1,0,0,0
602715,0,0,0,0,1,0,0,0,0
602716,0,0,0,0,1,0,0,0,0
602717,0,0,0,0,1,0,0,0,0
602718,1,0,0,0,0,0,0,0,0
602719,0,0,1,0,0,0,0,0,0
602720,0,0,0,0,0,0,0,0,1
602721,0,0,0,0,0,1,0,0,0
602722,0,0,0,0,0,1,0,0,0
602723,0,0,0,0,0,1,0,0,0
602724,0,0,0,0,1,0,0,0,0
602725,0,0,0,0,0,1,0,0,0
602726,0,0,0,0,0,0,1,0,0
602727,0,0,0,0,0,1,0,0,0
602728,0,0,0,0,0,1,0,0,0
602729,0,0,0,0,1,0,0,0,0
602730,0,0,0,0,0,1,0,0,0
602731,0,0,0,1,0,0,0,0,0
602732,0,0,0,0,0,1,0,0,0
602733,0,0,0,0,1,0,0,0,0
602734,0,0,0,0,0,1,0,0,0
602735,0,1,0,0,0,0,0,0,0
602736,0,0,0,0,0,0,0,0,1
602737,0,0,0,0,0,1,0,0,0
602738,0,0,1,0,0,0,0,0,0
602739,0,0,0,0,0,1,0,0,0
602740,0,0,1,0,0,0,0,0,0
602741,0,1,0,0,0,0,0,0,0
602742,0,0,0,1,0,0,0,0,0
602743,0,0,0,1,0,0,0,0,0
602744,0,1,0,0,0,0,0,0,0
602745,0,0,0,0,0,1,0,0,0
602746,0,0,0,0,1,0,0,0,0
602747,0,0,0,0,0,0,1,0,0
602748,0,0,0,0,0,0,0,1,0
602749,0,0,0,0,0,1,0,0,0
602750,0,0,0,0,1,0,0,0,0
602751,0,0,0,0,1,0,0,0,0
602752,0,1,0,0,0,0,0,0,0
602753,0,0,0,0,0,0,0,0,1
602754,1,0,0,0,0,0,0,0,0
602755,0,0,0,0,0,1,0,0,0
602756,0,1,0,0,0,0,0,0,0
602757,0,0,0,0,0,0,0,0,1
602758,0,0,0,0,0,0,0,0,1
602759,0,0,1,0,0,0,0,0,0
602760,0,0,0,0,0,1,0,0,0
602761,0,0,0,0,1,0,0,0,0
602762,1,0,0,0,0,0,0,0,0
602763,0,0,0,0,1,0,0,0,0
602764,0,0,0,0,1,0,0,0,0
602765,0,0,0,0,1,0,0,0,0
602766,0,0,0,1,0,0,0,0,0
602767,0,0,0,0,0,0,1,0,0
602768,0,0,0,0,0,0,0,1,0
602769,0,0,1,0,0,0,0,0,0
602770,0,0,0,0,0,1,0,0,0
602771,1,0,0,0,0,0,0,0,0
602772,0,0,0,0,1,0,0,0,0
602773,0,0,0,0,0,0,1,0,0
602774,0,0,0,0,1,0,0,0,0
602775,0,0,0,0,0,1,0,0,0
602776,0,0,0,0,0,1,0,0,0
602777,0,0,0,0,0,1,0,0,0
602778,1,0,0,0,0,0,0,0,0
602779,0,0,0,0,0,0,1,0,0
602780,0,0,0,0,1,0,0,0,0
602781,0,0,0,0,0,1,0,0,0
602782,0,0,0,1,0,0,0,0,0
602783,0,0,0,0,1,0,0,0,0
602784,0,0,0,0,0,1,0,0,0
602785,0,0,0,0,0,1,0,0,0
602786,0,0,0,0,1,0,0,0,0
602787,0,0,1,0,0,0,0,0,0
602788,0,0,0,0,0,0,0,1,0
602789,0,0,1,0,0,0,0,0,0
602790,0,0,0,0,0,1,0,0,0
602791,0,0,0,0,0,0,1,0,0
602792,0,0,0,0,0,1,0,0,0
602793,0,0,0,0,1,0,0,0,0
602794,0,0,0,0,0,1,0,0,0
602795,0,0,0,1,0,0,0,0,0
602796,0,0,0,1,0,0,0,0,0
602797,0,0,0,0,0,1,0,0,0
602798,0,0,0,0,0,0,1,0,0
602799,0,0,0,0,0,1,0,0,0
602800,0,0,0,0,0,0,0,1,0
602801,0,0,0,0,1,0,0,0,0
602802,0,0,1,0,0,0,0,0,0
602803,0,0,0,0,0,0,0,0,1
602804,0,0,0,0,1,0,0,0,0
602805,0,0,0,0,0,0,0,0,1
602806,0,0,0,0,1,0,0,0,0
602807,0,0,0,0,1,0,0,0,0
602808,0,0,0,0,0,0,1,0,0
602809,0,0,0,0,1,0,0,0,0
602810,1,0,0,0,0,0,0,0,0
602811,0,0,0,0,0,0,1,0,0
602812,0,0,0,1,0,0,0,0,0
602813,0,0,0,0,0,1,0,0,0
602814,0,1,0,0,0,0,0,0,0
602815,0,1,0,0,0,0,0,0,0
602816,0,0,0,1,0,0,0,0,0
602817,0,0,0,0,1,0,0,0,0
602818,0,0,0,0,0,0,1,0,0
